"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"VTA1",2713.64274901154,-0.0333618712697134,0.0414567196281835,-0.804739776058717,0.420969861120174,0.824945175944772
"MLXIPL",193.082444074068,0.1141477504654,0.140575009041533,0.812005997678257,0.416788189995924,0.823368298927518
"BAZ1B",6632.11157691498,-0.0675458725410344,0.0466881733016656,-1.44674481275164,0.147968408477321,0.591263942556531
"RANBP9",2428.17398040678,-0.0876600176843924,0.0466136765993874,-1.88056433389218,0.0600312072637971,0.424319963342267
"ETV7",13.144962729053,0.201450539567389,0.458645091556654,0.439229686038196,0.660495116937994,NA
"SPRTN",2115.73360128572,-0.141889886580966,0.0506991491209226,-2.79866406125563,0.00513144937630661,0.124894985163843
"METTL13",1835.02174629585,0.0545325393125728,0.0463806734445741,1.17575997204397,0.239690805906164,0.700889849294851
"DYRK4",591.444544516428,-0.107339270268988,0.0935141728774581,-1.14783959442861,0.251034788575065,0.710032638504961
"ZNF207",9935.88775818984,0.0206501968086555,0.0300453483435556,0.687300961617402,0.491893092984871,0.864202590592486
"UQCRC1",4311.23243533054,0.0337063484471554,0.064968699033762,0.518809041098997,0.603893912504551,0.910993629252157
"STARD3NL",939.931493933912,-0.100356857572819,0.0643029666565152,-1.56068783123011,0.118597423822508,0.546071895691734
"CD9",1045.94449326501,-0.142994170865118,0.0639111623182098,-2.23738961518426,0.025260886675435,0.287062421961843
"NCAPD2",9647.86452222236,0.0459616141557728,0.0383957129495789,1.19705067636404,0.231286803170446,0.691601403154482
"IFFO1",1378.61190048153,0.00243828387644962,0.0591844605697162,0.041198041732212,0.967138014820337,0.99589342721611
"GIPR",18.0175898445987,0.933035582549792,0.37512061971414,2.48729484201858,0.0128718671160414,NA
"PHF7",113.643909804341,0.182696473995439,0.147389384877962,1.23954974197573,0.215141979632699,0.673384078422765
"SEMA3G",54.6749583086016,-0.185609199537534,0.204474171671943,-0.907739094966595,0.364016083432835,NA
"NISCH",2273.27645461942,-0.000371297567136998,0.0480473989456604,-0.00772773501343789,0.993834220910748,0.99854164310861
"FUZ",567.826429756695,-0.0126708922718743,0.0721993767919355,-0.175498637729095,0.860687841103922,0.975446315157896
"SLC6A13",11.2960283854131,-0.397917987034656,0.421011208942049,-0.945148201717898,0.34458321974778,NA
"IDS",207.32849687006,-0.06125244338349,0.141600153107344,-0.432573284981239,0.665324801010524,0.928675223940492
"ZNF200",1109.51772768504,0.0511555946958493,0.06022286479071,0.8494380809287,0.395637570867306,0.810849414356233
"CD4",32.8937023399241,-0.360415510954094,0.234925521611305,-1.53416924854346,0.12498802078041,NA
"LRRC23",93.4559724021709,0.169697544559822,0.1693029660135,1.00233060622394,0.316183945227099,0.759823720388845
"BTK",23.1150102104257,-0.0428215862522341,0.382130977690361,-0.112059970932093,0.910775856025634,NA
"HFE",45.8765696809154,0.096306099805887,0.26736459184149,0.360205138393879,0.718693732387407,NA
"SCMH1",1531.7253792804,-0.0745851046068594,0.0593354220376369,-1.25700807452839,0.208750711755187,0.667878408440711
"FYN",2465.1282534384,-0.00925458884037963,0.0435971622863366,-0.212275027892814,0.831892476342871,0.971041094539501
"HIVEP2",753.863902543188,0.0290903268543215,0.0988409311506919,0.294314577125651,0.768517534750374,0.954559308859715
"ELOA",4048.8728232843,-0.0686300191761642,0.0339166576789235,-2.02349004509404,0.0430226489043018,0.365796578762699
"LYPLA2",1521.8016525024,0.0379866827507146,0.0690220481669198,0.550355774126687,0.582075376353747,0.902542062023144
"CLCN6",728.789352132208,-0.0224536744802071,0.0769217663692693,-0.291902741447933,0.770360987361235,0.955270259380337
"MRC2",145.105003727898,-0.238792828070244,0.135648342763278,-1.76038146287541,0.0783431502141813,0.466758550460864
"TSPAN9",765.31109861819,-0.171576385077505,0.0600978076198144,-2.85495248284124,0.00430432683608219,0.111486595924882
"BTBD7",1651.30803883728,-0.0737010322982846,0.0707852232018531,-1.04119234162922,0.297786289334714,0.749522241752248
"APBA3",310.638229778335,0.138025940611447,0.114543945536327,1.20500424500981,0.228201663139761,0.688481347090857
"MKS1",825.01303043209,0.0715840665754661,0.0685857136330711,1.04371687314411,0.296616400919085,0.748709414234303
"ABHD5",689.067861058772,0.0143258879406383,0.0678562410982146,0.211121154204565,0.832792733577711,0.971170521441382
"ANOS1",1843.01987817918,-0.200635507545184,0.0553962755287049,-3.62182304911853,0.000292534200962544,0.0230814101821277
"AKAP8L",2361.9551987765,-0.0291622383080656,0.058248216629648,-0.50065461220013,0.616614220393383,0.915886188101649
"MBTD1",1475.47250043639,-0.014541801816568,0.0574139242000428,-0.25328005390994,0.800051808375563,0.964391144688971
"UTP18",3990.8944992489,-0.0699105919366596,0.0498371659895871,-1.40278024539491,0.160682379544392,0.607238805587052
"RNF216",1587.15465238567,0.0231773678625111,0.0484799114197758,0.478081893793573,0.632591918551734,0.922639542736285
"TTC19",2393.11694860962,-0.0892720374369285,0.0489096088225261,-1.82524537787374,0.067964008847447,0.440315634653606
"PTBP1",18996.4904696337,-0.133518383246692,0.0314145734692155,-4.25020519147053,2.13574771718927e-05,0.00350480210402824
"DPF1",916.021827406001,0.100572897707628,0.0691323767485997,1.45478721313694,0.145728179222718,0.589379943779456
